Year,Month,Anomaly,Unc,Anomaly_1,Unc_1,Anomaly_2,Unc_2,Anomaly_3,Unc_3,Anomaly_4,Unc_4
1979,5,0.075,0.077,0.134,0.039,0.213,0.026,0.145,0.028,0.13,0.021
1979,6,0.116,0.06,0.166,0.038,0.219,0.026,0.145,0.028,0.13,0.021
1979,7,0.052,0.058,0.186,0.036,0.216,0.026,0.147,0.029,0.132,0.021
1979,8,0.159,0.055,0.229,0.035,0.215,0.026,0.147,0.029,0.133,0.021
1979,9,0.24,0.055,0.245,0.033,0.211,0.027,0.149,0.029,0.134,0.021
1979,10,0.282,0.052,0.265,0.03,0.208,0.027,0.151,0.029,0.135,0.021
1979,11,0.265,0.05,0.289,0.027,0.206,0.027,0.152,0.029,0.136,0.02
1979,12,0.501,0.057,0.3,0.029,0.203,0.028,0.153,0.028,0.136,0.02
1980,1,0.353,0.067,0.324,0.028,0.201,0.028,0.155,0.028,0.138,0.02
1980,2,0.424,0.068,0.335,0.029,0.198,0.029,0.154,0.028,0.139,0.02
1980,3,0.331,0.05,0.334,0.033,0.199,0.029,0.154,0.027,0.142,0.02
1980,4,0.381,0.027,0.326,0.033,0.2,0.03,0.154,0.027,0.144,0.02
1980,5,0.368,0.055,0.326,0.032,0.198,0.03,0.155,0.027,0.146,0.02
1980,6,0.242,0.07,0.301,0.033,0.203,0.029,0.156,0.027,0.148,0.02
1980,7,0.34,0.04,0.314,0.031,0.21,0.03,0.156,0.027,0.15,0.02
1980,8,0.297,0.083,0.311,0.032,0.214,0.029,0.159,0.027,0.152,0.02
1980,9,0.23,0.063,0.318,0.034,0.218,0.03,0.161,0.027,0.153,0.02
1980,10,0.179,0.034,0.31,0.037,0.22,0.03,0.163,0.027,0.155,0.02
1980,11,0.264,0.045,0.299,0.037,0.224,0.03,0.166,0.026,0.157,0.019
1980,12,0.206,0.068,0.309,0.036,0.228,0.031,0.168,0.026,0.16,0.019
1981,1,0.508,0.061,0.309,0.037,0.229,0.03,0.17,0.026,0.162,0.019
1981,2,0.387,0.087,0.317,0.037,0.238,0.031,0.175,0.026,0.165,0.019
1981,3,0.416,0.055,0.317,0.035,0.243,0.032,0.179,0.026,0.167,0.019
1981,4,0.286,0.052,0.319,0.038,0.245,0.032,0.183,0.026,0.17,0.019
1981,5,0.233,0.064,0.315,0.04,0.248,0.031,0.189,0.026,0.172,0.019
1981,6,0.363,0.047,0.337,0.04,0.249,0.031,0.191,0.025,0.175,0.019
1981,7,0.34,0.079,0.301,0.039,0.251,0.031,0.193,0.025,0.178,0.019
1981,8,0.386,0.075,0.279,0.04,0.254,0.029,0.195,0.025,0.18,0.019
1981,9,0.235,0.052,0.238,0.041,0.256,0.03,0.196,0.025,0.182,0.019
1981,10,0.198,0.069,0.218,0.041,0.255,0.03,0.199,0.025,0.184,0.019
1981,11,0.22,0.076,0.212,0.043,0.26,0.029,0.201,0.024,0.186,0.019
1981,12,0.469,0.066,0.192,0.043,0.259,0.03,0.201,0.024,0.188,0.019
1982,1,0.082,0.064,0.179,0.044,0.259,0.031,0.202,0.024,0.191,0.019
1982,2,0.121,0.055,0.154,0.048,0.26,0.031,0.203,0.024,0.194,0.019
1982,3,-0.072,0.059,0.147,0.051,0.259,0.032,0.203,0.024,0.195,0.018
1982,4,0.045,0.063,0.146,0.052,0.257,0.032,0.203,0.024,0.197,0.018
1982,5,0.158,0.068,0.137,0.05,0.253,0.032,0.203,0.024,0.198,0.018
1982,6,0.126,0.074,0.131,0.049,0.244,0.032,0.203,0.024,0.199,0.018
1982,7,0.179,0.067,0.16,0.052,0.242,0.032,0.205,0.024,0.199,0.018
1982,8,0.082,0.114,0.184,0.052,0.234,0.032,0.206,0.024,0.199,0.018
1982,9,0.157,0.065,0.218,0.051,0.231,0.031,0.208,0.023,0.199,0.018
1982,10,0.18,0.094,0.237,0.052,0.226,0.031,0.21,0.023,0.199,0.018
1982,11,0.117,0.057,0.255,0.049,0.222,0.032,0.21,0.023,0.199,0.018
1982,12,0.4,0.044,0.268,0.049,0.221,0.031,0.213,0.023,0.199,0.018
1983,1,0.431,0.085,0.269,0.043,0.216,0.032,0.217,0.023,0.2,0.018
1983,2,0.401,0.063,0.291,0.04,0.214,0.032,0.219,0.023,0.2,0.018
1983,3,0.336,0.058,0.311,0.038,0.212,0.032,0.221,0.023,0.201,0.018
1983,4,0.275,0.101,0.312,0.037,0.211,0.032,0.224,0.023,0.201,0.018
1983,5,0.373,0.066,0.326,0.034,0.208,0.032,0.226,0.023,0.202,0.018
1983,6,0.281,0.066,0.31,0.034,0.207,0.032,0.229,0.023,0.202,0.018
1983,7,0.196,0.053,0.292,0.028,0.202,0.032,0.231,0.024,0.203,0.018
1983,8,0.35,0.061,0.268,0.023,0.202,0.033,0.236,0.024,0.203,0.018
1983,9,0.393,0.052,0.259,0.023,0.199,0.033,0.238,0.024,0.204,0.018
1983,10,0.187,0.063,0.246,0.023,0.2,0.032,0.241,0.024,0.205,0.018
1983,11,0.291,0.047,0.243,0.021,0.204,0.032,0.241,0.023,0.205,0.018
1983,12,0.201,0.04,0.225,0.024,0.2,0.032,0.242,0.023,0.206,0.018
1984,1,0.225,0.043,0.215,0.032,0.196,0.031,0.241,0.023,0.208,0.018
1984,2,0.104,0.059,0.202,0.037,0.193,0.03,0.245,0.022,0.209,0.018
1984,3,0.235,0.059,0.187,0.041,0.191,0.03,0.245,0.022,0.211,0.018
1984,4,0.117,0.054,0.184,0.041,0.19,0.03,0.247,0.022,0.214,0.017
1984,5,0.337,0.045,0.161,0.044,0.189,0.029,0.247,0.022,0.215,0.017
1984,6,0.063,0.086,0.14,0.044,0.184,0.028,0.247,0.022,0.217,0.017
1984,7,0.082,0.095,0.141,0.044,0.187,0.029,0.25,0.021,0.219,0.017
1984,8,0.191,0.083,0.129,0.043,0.192,0.028,0.251,0.021,0.219,0.017
1984,9,0.214,0.062,0.119,0.041,0.195,0.028,0.252,0.021,0.221,0.016
1984,10,0.144,0.068,0.118,0.04,0.198,0.028,0.252,0.021,0.223,0.016
1984,11,0.019,0.069,0.102,0.043,0.2,0.027,0.252,0.021,0.225,0.016
1984,12,-0.047,0.029,0.11,0.041,0.204,0.027,0.251,0.021,0.228,0.016
1985,1,0.235,0.066,0.105,0.04,0.209,0.026,0.251,0.02,0.23,0.016
1985,2,-0.045,0.044,0.105,0.04,0.213,0.025,0.251,0.02,0.233,0.015
1985,3,0.118,0.059,0.096,0.038,0.217,0.024,0.254,0.019,0.234,0.015
1985,4,0.101,0.053,0.097,0.038,0.219,0.023,0.255,0.019,0.236,0.015
1985,5,0.152,0.082,0.1,0.038,0.221,0.022,0.257,0.019,0.237,0.015
1985,6,0.162,0.052,0.119,0.043,0.223,0.022,0.258,0.019,0.239,0.015
1985,7,0.023,0.077,0.115,0.043,0.224,0.022,0.259,0.019,0.242,0.014
1985,8,0.182,0.094,0.151,0.043,0.223,0.021,0.26,0.019,0.245,0.014
1985,9,0.114,0.082,0.159,0.045,0.225,0.021,0.26,0.019,0.247,0.014
1985,10,0.151,0.077,0.181,0.043,0.227,0.021,0.263,0.019,0.25,0.014
1985,11,0.057,0.051,0.207,0.037,0.228,0.021,0.264,0.018,0.252,0.014
1985,12,0.18,0.067,0.204,0.035,0.23,0.02,0.266,0.018,0.254,0.014
1986,1,0.191,0.048,0.212,0.028,0.233,0.021,0.265,0.018,0.256,0.014
1986,2,0.385,0.05,0.212,0.023,0.234,0.021,0.266,0.018,0.259,0.014
1986,3,0.212,0.046,0.212,0.022,0.234,0.021,0.265,0.018,0.262,0.013
1986,4,0.363,0.037,0.214,0.02,0.237,0.02,0.267,0.017,0.264,0.013
1986,5,0.461,0.021,0.219,0.021,0.234,0.02,0.269,0.017,0.266,0.013
1986,6,0.129,0.054,0.218,0.018,0.235,0.019,0.271,0.017,0.268,0.013
1986,7,0.122,0.063,0.228,0.019,0.232,0.02,0.272,0.016,0.27,0.013
1986,8,0.18,0.073,0.227,0.018,0.235,0.019,0.273,0.016,0.272,0.013
1986,9,0.112,0.054,0.222,0.02,0.235,0.019,0.275,0.016,0.274,0.013
1986,10,0.179,0.066,0.211,0.023,0.238,0.018,0.276,0.015,0.276,0.013
1986,11,0.114,0.051,0.193,0.024,0.234,0.018,0.277,0.014,0.278,0.012
1986,12,0.175,0.045,0.215,0.025,0.236,0.017,0.276,0.014,0.279,0.012
1987,1,0.3,0.05,0.244,0.028,0.24,0.015,0.279,0.014,0.279,0.012
1987,2,0.379,0.039,0.257,0.028,0.242,0.014,0.282,0.014,0.28,0.012
1987,3,0.152,0.037,0.279,0.027,0.244,0.014,0.286,0.014,0.282,0.012
1987,4,0.228,0.076,0.291,0.025,0.248,0.013,0.288,0.014,0.283,0.012
1987,5,0.242,0.045,0.301,0.026,0.25,0.012,0.289,0.013,0.283,0.012
1987,6,0.397,0.051,0.327,0.026,0.258,0.012,0.291,0.013,0.284,0.012
1987,7,0.47,0.064,0.343,0.03,0.26,0.011,0.29,0.013,0.285,0.012
1987,8,0.336,0.063,0.342,0.03,0.267,0.01,0.291,0.013,0.286,0.012
1987,9,0.375,0.053,0.364,0.028,0.277,0.01,0.29,0.012,0.288,0.012
1987,10,0.324,0.069,0.381,0.03,0.285,0.01,0.289,0.012,0.29,0.012
1987,11,0.233,0.032,0.395,0.031,0.291,0.01,0.288,0.012,0.292,0.011
1987,12,0.49,0.045,0.397,0.027,0.295,0.01,0.287,0.012,0.294,0.011
1988,1,0.491,0.053,0.387,0.024,0.303,0.01,0.286,0.012,0.297,0.011
1988,2,0.365,0.055,0.394,0.025,0.306,0.011,0.286,0.012,0.3,0.011
1988,3,0.415,0.047,0.396,0.023,0.309,0.011,0.286,0.012,0.302,0.011
1988,4,0.432,0.049,0.398,0.024,0.315,0.011,0.286,0.012,0.304,0.011
1988,5,0.407,0.049,0.388,0.024,0.321,0.011,0.285,0.012,0.307,0.011
1988,6,0.431,0.038,0.371,0.022,0.325,0.011,0.286,0.012,0.31,0.011
1988,7,0.341,0.027,0.332,0.023,0.328,0.011,0.286,0.012,0.313,0.011
1988,8,0.425,0.078,0.326,0.022,0.33,0.012,0.285,0.013,0.317,0.012
1988,9,0.392,0.038,0.312,0.022,0.332,0.012,0.284,0.012,0.318,0.012
1988,10,0.357,0.055,0.299,0.021,0.335,0.012,0.284,0.012,0.32,0.012
1988,11,0.111,0.046,0.274,0.021,0.334,0.012,0.283,0.012,0.321,0.012
1988,12,0.28,0.034,0.253,0.023,0.341,0.012,0.283,0.012,0.323,0.011
1989,1,0.022,0.059,0.252,0.025,0.348,0.011,0.283,0.012,0.325,0.011
1989,2,0.3,0.054,0.243,0.026,0.353,0.011,0.283,0.012,0.328,0.011
1989,3,0.247,0.05,0.239,0.025,0.358,0.01,0.283,0.012,0.329,0.011
1989,4,0.271,0.028,0.238,0.025,0.362,0.01,0.286,0.012,0.33,0.011
1989,5,0.113,0.048,0.243,0.025,0.365,0.01,0.286,0.012,0.331,0.011
1989,6,0.18,0.032,0.255,0.022,0.368,0.01,0.289,0.011,0.332,0.011
1989,7,0.321,0.073,0.285,0.021,0.371,0.011,0.291,0.011,0.334,0.011
1989,8,0.323,0.071,0.29,0.018,0.372,0.011,0.291,0.011,0.334,0.011
1989,9,0.345,0.058,0.328,0.019,0.376,0.011,0.293,0.011,0.335,0.011
1989,10,0.339,0.061,0.354,0.019,0.377,0.011,0.295,0.01,0.336,0.011
1989,11,0.176,0.059,0.388,0.018,0.378,0.011,0.299,0.01,0.336,0.011
1989,12,0.419,0.047,0.407,0.019,0.377,0.011,0.302,0.01,0.336,0.011
1990,1,0.38,0.049,0.419,0.017,0.372,0.011,0.305,0.01,0.336,0.011
1990,2,0.37,0.022,0.423,0.019,0.368,0.012,0.311,0.01,0.336,0.011
1990,3,0.702,0.045,0.421,0.022,0.362,0.012,0.314,0.011,0.337,0.011
1990,4,0.585,0.038,0.432,0.019,0.358,0.012,0.318,0.011,0.338,0.011
1990,5,0.515,0.068,0.453,0.018,0.355,0.012,0.319,0.011,0.338,0.011
1990,6,0.403,0.043,0.453,0.021,0.35,0.013,0.323,0.011,0.338,0.01
1990,7,0.475,0.025,0.454,0.023,0.348,0.014,0.327,0.011,0.339,0.01
1990,8,0.364,0.069,0.464,0.025,0.349,0.014,0.33,0.011,0.339,0.01
1990,9,0.318,0.056,0.433,0.025,0.347,0.015,0.333,0.011,0.34,0.01
1990,10,0.472,0.044,0.428,0.027,0.345,0.015,0.336,0.011,0.341,0.01
1990,11,0.427,0.039,0.421,0.024,0.343,0.016,0.339,0.011,0.341,0.01
1990,12,0.421,0.066,0.434,0.023,0.341,0.017,0.341,0.012,0.342,0.01
1991,1,0.401,0.065,0.439,0.024,0.34,0.017,0.342,0.012,0.342,0.01
1991,2,0.483,0.064,0.447,0.025,0.337,0.016,0.343,0.011,0.342,0.01
1991,3,0.329,0.051,0.458,0.025,0.333,0.015,0.345,0.012,0.342,0.01
1991,4,0.529,0.07,0.449,0.027,0.332,0.015,0.345,0.011,0.344,0.01
1991,5,0.425,0.043,0.441,0.024,0.332,0.015,0.343,0.011,0.345,0.01
1991,6,0.565,0.056,0.436,0.022,0.331,0.015,0.345,0.011,0.346,0.01
1991,7,0.529,0.068,0.442,0.02,0.335,0.014,0.347,0.011,0.347,0.009
1991,8,0.469,0.049,0.436,0.021,0.331,0.014,0.35,0.011,0.348,0.009
1991,9,0.442,0.044,0.445,0.022,0.332,0.014,0.351,0.011,0.349,0.009
1991,10,0.373,0.036,0.425,0.021,0.334,0.014,0.352,0.011,0.351,0.009
1991,11,0.322,0.045,0.415,0.024,0.337,0.014,0.355,0.01,0.353,0.009
1991,12,0.367,0.045,0.393,0.025,0.342,0.014,0.357,0.01,0.353,0.009
1992,1,0.472,0.051,0.361,0.024,0.342,0.014,0.357,0.01,0.356,0.009
1992,2,0.416,0.066,0.333,0.025,0.34,0.014,0.357,0.01,0.358,0.009
1992,3,0.427,0.057,0.297,0.025,0.341,0.015,0.36,0.011,0.362,0.009
1992,4,0.29,0.042,0.273,0.027,0.343,0.016,0.362,0.011,0.365,0.009
1992,5,0.302,0.043,0.248,0.028,0.348,0.016,0.363,0.011,0.367,0.009
1992,6,0.306,0.04,0.236,0.03,0.347,0.016,0.365,0.011,0.369,0.009
1992,7,0.15,0.047,0.227,0.029,0.349,0.017,0.365,0.01,0.371,0.009
1992,8,0.131,0.085,0.226,0.03,0.355,0.017,0.366,0.01,0.373,0.01
1992,9,0.003,0.058,0.217,0.03,0.351,0.018,0.367,0.011,0.375,0.01
1992,10,0.093,0.065,0.218,0.032,0.35,0.018,0.37,0.011,0.377,0.009
1992,11,0.022,0.06,0.218,0.034,0.348,0.019,0.374,0.011,0.379,0.01
1992,12,0.224,0.075,0.219,0.036,0.35,0.019,0.376,0.011,0.379,0.009
1993,1,0.362,0.052,0.23,0.037,0.352,0.02,0.377,0.011,0.381,0.009
1993,2,0.397,0.082,0.237,0.038,0.355,0.02,0.381,0.012,0.381,0.009
1993,3,0.324,0.073,0.252,0.04,0.356,0.021,0.382,0.012,0.382,0.009
1993,4,0.303,0.07,0.267,0.038,0.357,0.021,0.385,0.012,0.383,0.01
1993,5,0.299,0.055,0.275,0.038,0.358,0.021,0.388,0.013,0.384,0.01
1993,6,0.32,0.04,0.275,0.035,0.356,0.021,0.391,0.013,0.385,0.01
1993,7,0.284,0.075,0.265,0.033,0.355,0.021,0.395,0.013,0.387,0.01
1993,8,0.218,0.072,0.237,0.032,0.356,0.021,0.397,0.013,0.388,0.01
1993,9,0.174,0.082,0.236,0.031,0.357,0.02,0.398,0.013,0.39,0.01
1993,10,0.28,0.05,0.243,0.029,0.355,0.02,0.399,0.013,0.392,0.009
1993,11,0.114,0.053,0.245,0.032,0.353,0.02,0.402,0.013,0.393,0.01
1993,12,0.22,0.048,0.255,0.035,0.348,0.02,0.405,0.013,0.396,0.01
1994,1,0.248,0.034,0.258,0.033,0.346,0.02,0.408,0.013,0.397,0.01
1994,2,0.062,0.06,0.261,0.033,0.347,0.02,0.411,0.013,0.4,0.01
1994,3,0.309,0.043,0.279,0.034,0.345,0.02,0.412,0.013,0.401,0.01
1994,4,0.388,0.05,0.295,0.034,0.342,0.021,0.413,0.013,0.404,0.01
1994,5,0.321,0.067,0.321,0.03,0.344,0.02,0.415,0.013,0.404,0.01
1994,6,0.445,0.078,0.335,0.031,0.346,0.019,0.417,0.013,0.405,0.01
1994,7,0.321,0.06,0.357,0.03,0.343,0.019,0.417,0.013,0.406,0.01
1994,8,0.254,0.07,0.414,0.029,0.342,0.018,0.418,0.013,0.408,0.01
1994,9,0.381,0.075,0.426,0.031,0.344,0.018,0.418,0.014,0.409,0.01
1994,10,0.476,0.053,0.438,0.034,0.346,0.018,0.419,0.014,0.411,0.01
1994,11,0.431,0.049,0.44,0.035,0.348,0.018,0.421,0.014,0.414,0.01
1994,12,0.38,0.053,0.45,0.036,0.353,0.018,0.421,0.014,0.417,0.01
1995,1,0.511,0.055,0.47,0.039,0.358,0.018,0.42,0.014,0.419,0.01
1995,2,0.749,0.092,0.494,0.041,0.363,0.018,0.422,0.014,0.422,0.01
1995,3,0.459,0.076,0.495,0.043,0.373,0.018,0.42,0.014,0.424,0.01
1995,4,0.523,0.076,0.501,0.043,0.383,0.018,0.42,0.014,0.427,0.01
1995,5,0.351,0.07,0.505,0.041,0.394,0.017,0.419,0.014,0.429,0.01
1995,6,0.558,0.062,0.501,0.039,0.401,0.016,0.419,0.014,0.431,0.01
1995,7,0.57,0.063,0.484,0.038,0.405,0.016,0.418,0.015,0.434,0.01
1995,8,0.543,0.052,0.467,0.035,0.413,0.016,0.419,0.015,0.436,0.01
1995,9,0.394,0.056,0.462,0.032,0.418,0.016,0.42,0.015,0.439,0.01
1995,10,0.546,0.049,0.45,0.03,0.425,0.016,0.419,0.015,0.442,0.01
1995,11,0.478,0.046,0.446,0.029,0.433,0.016,0.418,0.015,0.445,0.01
1995,12,0.325,0.062,0.424,0.029,0.441,0.017,0.417,0.015,0.447,0.011
1996,1,0.307,0.04,0.411,0.028,0.449,0.016,0.418,0.015,0.449,0.011
1996,2,0.551,0.052,0.41,0.03,0.458,0.016,0.418,0.015,0.45,0.011
1996,3,0.397,0.05,0.4,0.029,0.463,0.016,0.42,0.016,0.452,0.011
1996,4,0.386,0.058,0.375,0.031,0.466,0.016,0.42,0.016,0.453,0.011
1996,5,0.298,0.054,0.371,0.028,0.472,0.016,0.421,0.016,0.453,0.011
1996,6,0.295,0.061,0.382,0.026,0.478,0.017,0.421,0.016,0.456,0.011
1996,7,0.409,0.036,0.382,0.023,0.482,0.017,0.422,0.016,0.458,0.011
1996,8,0.529,0.061,0.368,0.02,0.492,0.018,0.422,0.016,0.46,0.011
1996,9,0.284,0.051,0.379,0.017,0.492,0.018,0.423,0.016,0.462,0.011
1996,10,0.238,0.036,0.383,0.019,0.492,0.018,0.425,0.016,0.464,0.011
1996,11,0.436,0.032,0.391,0.02,0.492,0.018,0.428,0.016,0.467,0.011
1996,12,0.452,0.039,0.418,0.024,0.492,0.019,0.431,0.016,0.47,0.011
1997,1,0.314,0.029,0.42,0.025,0.493,0.019,0.433,0.016,0.472,0.011
1997,2,0.384,0.051,0.414,0.024,0.495,0.02,0.435,0.016,0.474,0.012
1997,3,0.526,0.045,0.437,0.022,0.496,0.021,0.439,0.015,0.476,0.012
1997,4,0.428,0.041,0.476,0.022,0.495,0.021,0.441,0.015,0.479,0.012
1997,5,0.4,0.045,0.498,0.022,0.494,0.021,0.444,0.015,0.48,0.012
1997,6,0.615,0.085,0.515,0.022,0.495,0.02,0.447,0.016,0.481,0.012
1997,7,0.43,0.049,0.539,0.023,0.491,0.02,0.451,0.016,0.482,0.012
1997,8,0.466,0.037,0.577,0.023,0.488,0.02,0.455,0.016,0.483,0.012
1997,9,0.56,0.03,0.586,0.025,0.488,0.02,0.46,0.016,0.484,0.012
1997,10,0.699,0.05,0.613,0.026,0.489,0.02,0.465,0.016,0.485,0.013
1997,11,0.703,0.047,0.642,0.027,0.489,0.02,0.47,0.016,0.487,0.013
1997,12,0.655,0.051,0.657,0.027,0.487,0.02,0.472,0.015,0.487,0.013
1998,1,0.602,0.049,0.685,0.027,0.484,0.02,0.475,0.015,0.486,0.013
1998,2,0.842,0.075,0.711,0.028,0.483,0.02,0.477,0.015,0.486,0.013
1998,3,0.636,0.075,0.705,0.028,0.485,0.02,0.479,0.015,0.487,0.013
1998,4,0.746,0.055,0.686,0.028,0.481,0.02,0.481,0.015,0.487,0.013
1998,5,0.751,0.057,0.665,0.031,0.478,0.02,0.484,0.015,0.487,0.013
1998,6,0.793,0.077,0.661,0.031,0.478,0.019,0.485,0.015,0.488,0.013
1998,7,0.769,0.069,0.648,0.031,0.481,0.019,0.487,0.015,0.489,0.013
1998,8,0.771,0.064,0.633,0.03,0.479,0.019,0.491,0.015,0.489,0.013
1998,9,0.491,0.046,0.607,0.028,0.482,0.02,0.496,0.016,0.49,0.013
1998,10,0.471,0.036,0.576,0.03,0.485,0.02,0.5,0.016,0.492,0.013
1998,11,0.45,0.055,0.54,0.03,0.489,0.019,0.504,0.016,0.494,0.013
1998,12,0.604,0.069,0.511,0.033,0.494,0.019,0.508,0.016,0.495,0.013
1999,1,0.451,0.043,0.48,0.032,0.497,0.019,0.511,0.017,0.498,0.013
1999,2,0.658,0.055,0.447,0.031,0.498,0.019,0.517,0.017,0.499,0.013
1999,3,0.331,0.071,0.442,0.03,0.502,0.019,0.519,0.017,0.5,0.013
1999,4,0.368,0.056,0.436,0.032,0.508,0.019,0.521,0.017,0.501,0.013
1999,5,0.324,0.056,0.43,0.031,0.512,0.019,0.522,0.017,0.504,0.013
1999,6,0.444,0.074,0.418,0.029,0.516,0.019,0.522,0.018,0.506,0.013
1999,7,0.402,0.075,0.403,0.028,0.523,0.02,0.522,0.018,0.508,0.013
1999,8,0.374,0.061,0.393,0.029,0.527,0.02,0.524,0.018,0.509,0.013
1999,9,0.423,0.059,0.408,0.032,0.533,0.02,0.526,0.019,0.511,0.013
1999,10,0.407,0.06,0.425,0.033,0.536,0.02,0.527,0.019,0.513,0.013
1999,11,0.378,0.048,0.428,0.034,0.541,0.02,0.529,0.019,0.515,0.013
1999,12,0.457,0.059,0.427,0.034,0.541,0.02,0.531,0.019,0.516,0.013
2000,1,0.276,0.053,0.427,0.033,0.545,0.02,0.533,0.019,0.518,0.014
2000,2,0.537,0.042,0.435,0.031,0.547,0.02,0.532,0.018,0.52,0.014
2000,3,0.502,0.061,0.438,0.028,0.548,0.021,0.534,0.018,0.521,0.014
2000,4,0.577,0.047,0.431,0.027,0.547,0.021,0.536,0.018,0.522,0.014
2000,5,0.356,0.046,0.428,0.029,0.545,0.021,0.538,0.018,0.523,0.014
2000,6,0.433,0.055,0.417,0.028,0.543,0.02,0.54,0.018,0.525,0.014
2000,7,0.399,0.072,0.433,0.029,0.546,0.02,0.541,0.017,0.525,0.014
2000,8,0.48,0.051,0.425,0.028,0.541,0.019,0.542,0.017,0.527,0.014
2000,9,0.46,0.055,0.429,0.03,0.539,0.019,0.545,0.017,0.528,0.015
2000,10,0.32,0.049,0.427,0.028,0.536,0.018,0.547,0.017,0.53,0.014
2000,11,0.34,0.039,0.445,0.025,0.534,0.018,0.55,0.017,0.531,0.015
2000,12,0.326,0.047,0.457,0.023,0.529,0.018,0.553,0.018,0.531,0.015
2001,1,0.464,0.054,0.475,0.02,0.526,0.018,0.556,0.018,0.532,0.015
2001,2,0.438,0.04,0.481,0.019,0.524,0.018,0.558,0.018,0.532,0.015
2001,3,0.559,0.07,0.49,0.02,0.528,0.019,0.56,0.018,0.534,0.015
2001,4,0.553,0.044,0.51,0.022,0.533,0.019,0.561,0.018,0.534,0.015
2001,5,0.572,0.049,0.541,0.025,0.535,0.019,0.563,0.018,0.535,0.015
2001,6,0.573,0.061,0.568,0.028,0.538,0.019,0.567,0.018,0.535,0.015
2001,7,0.611,0.049,0.59,0.03,0.541,0.019,0.568,0.018,0.536,0.015
2001,8,0.561,0.053,0.61,0.032,0.542,0.02,0.57,0.018,0.537,0.015
2001,9,0.563,0.068,0.636,0.031,0.546,0.02,0.573,0.018,0.538,0.015
2001,10,0.554,0.065,0.641,0.03,0.551,0.02,0.577,0.018,0.539,0.015
2001,11,0.715,0.05,0.65,0.031,0.552,0.019,0.579,0.018,0.54,0.015
2001,12,0.657,0.064,0.654,0.031,0.552,0.02,0.582,0.019,0.541,0.015
2002,1,0.723,0.062,0.658,0.031,0.551,0.019,0.588,0.019,0.541,0.015
2002,2,0.676,0.065,0.659,0.03,0.553,0.019,0.591,0.019,0.541,0.016
2002,3,0.868,0.043,0.666,0.032,0.556,0.02,0.592,0.019,0.542,0.016
2002,4,0.621,0.028,0.671,0.03,0.56,0.02,0.595,0.019,0.543,0.016
2002,5,0.674,0.058,0.661,0.028,0.565,0.02,0.597,0.019,0.545,0.015
2002,6,0.628,0.062,0.651,0.023,0.566,0.02,0.598,0.019,0.547,0.015
2002,7,0.661,0.058,0.654,0.023,0.574,0.02,0.599,0.019,0.549,0.015
2002,8,0.574,0.054,0.645,0.023,0.576,0.02,0.601,0.019,0.551,0.015
2002,9,0.646,0.053,0.618,0.022,0.58,0.02,0.6,0.019,0.554,0.015
2002,10,0.61,0.041,0.613,0.022,0.582,0.02,0.6,0.02,0.558,0.016
2002,11,0.593,0.048,0.608,0.022,0.588,0.02,0.599,0.02,0.561,0.016
2002,12,0.544,0.051,0.597,0.023,0.592,0.02,0.598,0.02,0.562,0.016
2003,1,0.751,0.05,0.589,0.023,0.597,0.02,0.595,0.02,0.564,0.016
2003,2,0.565,0.042,0.599,0.022,0.6,0.019,0.591,0.02,0.564,0.016
2003,3,0.545,0.057,0.604,0.024,0.605,0.02,0.591,0.019,0.566,0.016
2003,4,0.567,0.045,0.618,0.027,0.614,0.02,0.589,0.019,0.567,0.016
2003,5,0.614,0.041,0.616,0.033,0.621,0.021,0.587,0.019,0.568,0.016
2003,6,0.494,0.053,0.636,0.034,0.628,0.021,0.585,0.019,0.57,0.017
2003,7,0.566,0.054,0.624,0.031,0.631,0.021,0.583,0.018,0.571,0.017
2003,8,0.69,0.056,0.636,0.028,0.636,0.021,0.581,0.018,0.573,0.017
2003,9,0.707,0.065,0.642,0.028,0.638,0.021,0.582,0.018,0.576,0.017
2003,10,0.778,0.055,0.647,0.03,0.638,0.021,0.584,0.019,0.577,0.018
2003,11,0.571,0.087,0.628,0.031,0.637,0.022,0.586,0.019,0.58,0.018
2003,12,0.783,0.054,0.625,0.029,0.639,0.022,0.586,0.019,0.582,0.018
2004,1,0.613,0.044,0.606,0.029,0.639,0.022,0.588,0.019,0.584,0.018
2004,2,0.709,0.065,0.59,0.031,0.641,0.022,0.587,0.019,0.586,0.018
2004,3,0.608,0.047,0.58,0.033,0.643,0.022,0.588,0.019,0.588,0.019
2004,4,0.637,0.052,0.568,0.035,0.646,0.023,0.59,0.019,0.59,0.019
2004,5,0.381,0.059,0.579,0.031,0.646,0.024,0.593,0.019,0.592,0.019
2004,6,0.463,0.048,0.558,0.03,0.649,0.024,0.595,0.019,0.593,0.019
2004,7,0.337,0.068,0.569,0.032,0.653,0.024,0.598,0.019,0.594,0.019
2004,8,0.498,0.041,0.565,0.033,0.654,0.024,0.601,0.019,0.597,0.019
2004,9,0.579,0.075,0.577,0.034,0.651,0.024,0.603,0.019,0.599,0.019
2004,10,0.644,0.072,0.583,0.031,0.654,0.025,0.606,0.019,0.6,0.019
2004,11,0.697,0.081,0.607,0.032,0.654,0.024,0.609,0.019,0.601,0.019
2004,12,0.529,0.061,0.628,0.032,0.654,0.024,0.612,0.02,0.603,0.019
2005,1,0.75,0.062,0.657,0.031,0.654,0.024,0.616,0.02,0.604,0.019
