Year,Month,Anomaly,Unc,Anomaly_1,Unc_1,Anomaly_2,Unc_2,Anomaly_3,Unc_3,Anomaly_4,Unc_4
1931,2,-0.191,0.175,-0.033,0.081,-0.131,0.096,-0.126,0.096,-0.092,0.091
1931,3,-0.114,0.184,-0.026,0.076,-0.132,0.099,-0.128,0.096,-0.091,0.091
1931,4,-0.123,0.18,-0.014,0.081,-0.132,0.1,-0.129,0.095,-0.09,0.091
1931,5,-0.163,0.117,-0.033,0.086,-0.134,0.1,-0.128,0.096,-0.089,0.09
1931,6,-0.005,0.182,-0.037,0.091,-0.14,0.1,-0.127,0.096,-0.087,0.09
1931,7,0.062,0.132,-0.026,0.085,-0.138,0.1,-0.125,0.097,-0.086,0.09
1931,8,0.028,0.173,-0.03,0.084,-0.131,0.1,-0.124,0.098,-0.085,0.089
1931,9,0.021,0.164,-0.031,0.085,-0.13,0.097,-0.123,0.098,-0.085,0.088
1931,10,0.149,0.142,-0.021,0.095,-0.128,0.095,-0.123,0.099,-0.084,0.088
1931,11,-0.029,0.159,-0.013,0.107,-0.123,0.094,-0.123,0.099,-0.083,0.088
1931,12,-0.021,0.161,-0.023,0.109,-0.12,0.092,-0.12,0.1,-0.082,0.088
1932,1,0.074,0.113,-0.033,0.1,-0.116,0.09,-0.119,0.101,-0.08,0.087
1932,2,-0.238,0.147,-0.045,0.095,-0.115,0.09,-0.117,0.101,-0.079,0.087
1932,3,-0.13,0.136,-0.045,0.096,-0.112,0.09,-0.115,0.101,-0.078,0.085
1932,4,0.002,0.217,-0.061,0.093,-0.108,0.09,-0.113,0.101,-0.078,0.085
1932,5,-0.068,0.247,-0.078,0.092,-0.104,0.092,-0.112,0.1,-0.076,0.084
1932,6,-0.127,0.16,-0.092,0.092,-0.097,0.093,-0.111,0.1,-0.075,0.084
1932,7,-0.053,0.113,-0.115,0.095,-0.098,0.093,-0.109,0.101,-0.074,0.083
1932,8,-0.114,0.155,-0.114,0.098,-0.092,0.091,-0.107,0.103,-0.073,0.083
1932,9,0.011,0.185,-0.129,0.098,-0.092,0.091,-0.104,0.103,-0.072,0.083
1932,10,-0.045,0.168,-0.145,0.088,-0.093,0.091,-0.103,0.103,-0.071,0.084
1932,11,-0.233,0.164,-0.154,0.084,-0.094,0.09,-0.102,0.103,-0.07,0.084
1932,12,-0.187,0.14,-0.158,0.082,-0.096,0.091,-0.1,0.103,-0.069,0.084
1933,1,-0.202,0.173,-0.17,0.095,-0.096,0.09,-0.099,0.103,-0.069,0.083
1933,2,-0.228,0.184,-0.172,0.098,-0.097,0.09,-0.097,0.102,-0.067,0.083
1933,3,-0.302,0.124,-0.194,0.104,-0.097,0.09,-0.095,0.102,-0.066,0.083
1933,4,-0.192,0.117,-0.196,0.11,-0.097,0.09,-0.093,0.101,-0.065,0.083
1933,5,-0.179,0.185,-0.201,0.111,-0.104,0.09,-0.091,0.101,-0.064,0.083
1933,6,-0.175,0.205,-0.22,0.111,-0.107,0.091,-0.09,0.101,-0.063,0.083
1933,7,-0.19,0.227,-0.223,0.111,-0.11,0.091,-0.089,0.102,-0.062,0.083
1933,8,-0.147,0.106,-0.206,0.117,-0.112,0.092,-0.087,0.103,-0.061,0.083
1933,9,-0.248,0.208,-0.206,0.115,-0.113,0.093,-0.085,0.105,-0.06,0.082
1933,10,-0.075,0.244,-0.211,0.121,-0.113,0.093,-0.082,0.104,-0.058,0.082
1933,11,-0.282,0.157,-0.203,0.12,-0.111,0.095,-0.08,0.105,-0.058,0.081
1933,12,-0.418,0.151,-0.191,0.116,-0.112,0.097,-0.079,0.105,-0.058,0.081
1934,1,-0.237,0.153,-0.18,0.113,-0.112,0.099,-0.077,0.104,-0.056,0.081
1934,2,-0.024,0.162,-0.177,0.114,-0.112,0.101,-0.074,0.104,-0.054,0.081
1934,3,-0.306,0.16,-0.162,0.107,-0.112,0.102,-0.072,0.102,-0.053,0.081
1934,4,-0.249,0.169,-0.148,0.096,-0.113,0.103,-0.069,0.101,-0.052,0.08
1934,5,-0.08,0.13,-0.11,0.09,-0.113,0.102,-0.065,0.101,-0.051,0.08
1934,6,-0.03,0.131,-0.078,0.092,-0.111,0.103,-0.062,0.1,-0.05,0.08
1934,7,-0.068,0.198,-0.082,0.088,-0.113,0.104,-0.059,0.1,-0.048,0.08
1934,8,-0.106,0.196,-0.068,0.079,-0.107,0.105,-0.057,0.1,-0.046,0.08
1934,9,-0.063,0.184,-0.052,0.08,-0.107,0.104,-0.054,0.1,-0.044,0.08
1934,10,0.086,0.141,-0.048,0.076,-0.107,0.104,-0.053,0.1,-0.042,0.08
1934,11,0.179,0.148,-0.058,0.079,-0.106,0.103,-0.051,0.1,-0.041,0.08
1934,12,-0.04,0.182,-0.065,0.086,-0.103,0.104,-0.044,0.099,-0.039,0.08
1935,1,-0.283,0.108,-0.061,0.091,-0.1,0.107,-0.041,0.099,-0.037,0.08
1935,2,0.15,0.103,-0.057,0.096,-0.095,0.11,-0.037,0.099,-0.035,0.08
1935,3,-0.125,0.122,-0.06,0.106,-0.092,0.111,-0.034,0.098,-0.034,0.08
1935,4,-0.202,0.113,-0.066,0.11,-0.087,0.11,-0.031,0.098,-0.033,0.08
1935,5,-0.194,0.191,-0.099,0.115,-0.08,0.11,-0.028,0.097,-0.032,0.08
1935,6,-0.121,0.194,-0.107,0.111,-0.076,0.11,-0.027,0.096,-0.032,0.08
1935,7,-0.015,0.196,-0.106,0.117,-0.071,0.11,-0.025,0.095,-0.031,0.079
1935,8,-0.061,0.228,-0.141,0.125,-0.065,0.111,-0.024,0.095,-0.029,0.078
1935,9,-0.096,0.232,-0.146,0.132,-0.059,0.112,-0.022,0.094,-0.028,0.078
1935,10,0.015,0.167,-0.138,0.134,-0.054,0.112,-0.02,0.094,-0.027,0.078
1935,11,-0.218,0.157,-0.13,0.137,-0.052,0.112,-0.021,0.093,-0.026,0.077
1935,12,-0.137,0.121,-0.122,0.138,-0.05,0.113,-0.019,0.094,-0.027,0.077
1936,1,-0.274,0.128,-0.117,0.141,-0.046,0.113,-0.019,0.093,-0.028,0.077
1936,2,-0.267,0.141,-0.107,0.144,-0.043,0.115,-0.017,0.093,-0.028,0.077
1936,3,-0.181,0.198,-0.1,0.14,-0.037,0.115,-0.016,0.093,-0.029,0.077
1936,4,-0.105,0.176,-0.092,0.142,-0.032,0.114,-0.015,0.092,-0.028,0.076
1936,5,-0.096,0.214,-0.075,0.145,-0.025,0.114,-0.013,0.091,-0.028,0.076
1936,6,-0.03,0.215,-0.058,0.153,-0.019,0.113,-0.011,0.092,-0.028,0.075
1936,7,0.047,0.226,-0.039,0.15,-0.016,0.112,-0.01,0.092,-0.027,0.075
1936,8,0.055,0.241,-0.007,0.143,-0.017,0.11,-0.01,0.092,-0.027,0.075
1936,9,-0.003,0.172,0.0,0.131,-0.015,0.111,-0.011,0.091,-0.027,0.075
1936,10,0.101,0.178,0.007,0.139,-0.01,0.11,-0.01,0.09,-0.027,0.075
1936,11,-0.013,0.133,0.013,0.134,-0.006,0.111,-0.009,0.09,-0.027,0.075
1936,12,0.067,0.191,0.022,0.131,-0.004,0.112,-0.008,0.089,-0.028,0.076
1937,1,-0.037,0.129,0.03,0.129,-0.002,0.113,-0.007,0.088,-0.027,0.076
1937,2,0.111,0.223,0.037,0.129,0.001,0.112,-0.005,0.088,-0.026,0.076
1937,3,-0.094,0.152,0.055,0.128,0.004,0.111,-0.004,0.087,-0.025,0.077
1937,4,-0.022,0.201,0.069,0.123,0.003,0.112,-0.004,0.085,-0.024,0.076
1937,5,-0.022,0.187,0.083,0.124,0.002,0.111,-0.003,0.084,-0.023,0.076
1937,6,0.076,0.204,0.082,0.117,0.01,0.108,-0.002,0.084,-0.022,0.076
1937,7,0.146,0.242,0.094,0.114,0.017,0.108,-0.002,0.084,-0.022,0.075
1937,8,0.131,0.312,0.094,0.114,0.018,0.108,-0.001,0.083,-0.022,0.076
1937,9,0.221,0.185,0.111,0.124,0.023,0.107,-0.002,0.083,-0.022,0.076
1937,10,0.263,0.108,0.119,0.118,0.031,0.107,-0.001,0.083,-0.022,0.076
1937,11,0.152,0.146,0.119,0.118,0.038,0.106,0.0,0.082,-0.022,0.076
1937,12,0.056,0.13,0.107,0.117,0.042,0.103,0.002,0.082,-0.022,0.076
1938,1,0.106,0.137,0.097,0.113,0.046,0.102,0.003,0.081,-0.022,0.076
1938,2,0.117,0.139,0.088,0.109,0.05,0.102,0.005,0.082,-0.022,0.076
1938,3,0.104,0.159,0.079,0.118,0.054,0.101,0.006,0.082,-0.022,0.076
1938,4,0.072,0.2,0.078,0.123,0.057,0.099,0.008,0.083,-0.022,0.075
1938,5,-0.02,0.143,0.076,0.125,0.062,0.098,0.01,0.082,-0.02,0.075
1938,6,-0.066,0.181,0.065,0.123,0.069,0.098,0.012,0.082,-0.019,0.075
1938,7,0.028,0.164,0.053,0.123,0.072,0.097,0.013,0.081,-0.019,0.074
1938,8,0.027,0.185,0.039,0.118,0.078,0.097,0.015,0.081,-0.018,0.074
1938,9,0.108,0.241,0.015,0.115,0.081,0.095,0.017,0.08,-0.018,0.074
1938,10,0.247,0.202,0.012,0.113,0.083,0.096,0.02,0.078,-0.018,0.074
1938,11,0.131,0.171,0.024,0.119,0.086,0.093,0.023,0.077,-0.018,0.074
1938,12,-0.076,0.147,0.04,0.113,0.089,0.092,0.027,0.077,-0.018,0.074
1939,1,-0.036,0.107,0.041,0.111,0.092,0.091,0.031,0.076,-0.017,0.075
1939,2,-0.05,0.106,0.046,0.106,0.092,0.088,0.033,0.075,-0.016,0.075
1939,3,-0.187,0.157,0.047,0.098,0.091,0.087,0.037,0.075,-0.015,0.074
1939,4,0.034,0.101,0.027,0.091,0.093,0.086,0.04,0.075,-0.014,0.074
1939,5,0.128,0.201,0.024,0.079,0.094,0.086,0.042,0.075,-0.012,0.074
1939,6,0.124,0.178,0.067,0.076,0.095,0.085,0.042,0.075,-0.012,0.074
1939,7,0.038,0.175,0.081,0.076,0.1,0.083,0.044,0.075,-0.011,0.074
1939,8,0.09,0.28,0.104,0.077,0.097,0.081,0.046,0.075,-0.011,0.074
1939,9,0.115,0.169,0.137,0.078,0.099,0.08,0.049,0.077,-0.01,0.075
1939,10,0.007,0.201,0.156,0.085,0.099,0.078,0.05,0.076,-0.01,0.075
1939,11,0.1,0.13,0.161,0.091,0.1,0.078,0.049,0.077,-0.01,0.076
1939,12,0.437,0.144,0.166,0.092,0.1,0.077,0.05,0.077,-0.009,0.076
1940,1,0.133,0.106,0.181,0.088,0.096,0.075,0.053,0.077,-0.009,0.076
1940,2,0.227,0.089,0.185,0.084,0.093,0.073,0.052,0.077,-0.01,0.076
1940,3,0.213,0.149,0.19,0.078,0.089,0.074,0.053,0.078,-0.01,0.076
1940,4,0.261,0.202,0.204,0.087,0.084,0.074,0.055,0.08,-0.01,0.076
1940,5,0.191,0.213,0.204,0.087,0.081,0.076,0.057,0.08,-0.01,0.075
1940,6,0.175,0.175,0.189,0.09,0.08,0.076,0.058,0.08,-0.01,0.075
1940,7,0.218,0.168,0.169,0.099,0.077,0.077,0.058,0.078,-0.01,0.075
1940,8,0.147,0.263,0.158,0.108,0.075,0.078,0.06,0.078,-0.011,0.075
1940,9,0.171,0.142,0.14,0.113,0.071,0.08,0.062,0.078,-0.011,0.075
1940,10,0.177,0.129,0.123,0.109,0.071,0.082,0.064,0.078,-0.012,0.075
1940,11,0.098,0.142,0.114,0.104,0.072,0.082,0.066,0.078,-0.014,0.075
1940,12,0.253,0.129,0.111,0.102,0.073,0.082,0.066,0.079,-0.015,0.075
1941,1,-0.099,0.183,0.112,0.1,0.072,0.081,0.068,0.08,-0.016,0.075
1941,2,0.087,0.181,0.106,0.093,0.072,0.082,0.07,0.08,-0.017,0.075
1941,3,-0.0,0.211,0.084,0.104,0.071,0.081,0.071,0.081,-0.017,0.075
1941,4,0.059,0.154,0.087,0.112,0.071,0.082,0.072,0.081,-0.017,0.075
1941,5,0.084,0.114,0.085,0.123,0.071,0.082,0.073,0.081,-0.016,0.074
1941,6,0.142,0.152,0.074,0.13,0.074,0.083,0.071,0.08,-0.016,0.075
1941,7,0.232,0.23,0.102,0.123,0.079,0.085,0.071,0.079,-0.016,0.075
1941,8,0.068,0.172,0.092,0.112,0.082,0.085,0.069,0.079,-0.015,0.075
1941,9,-0.098,0.189,0.093,0.105,0.088,0.085,0.069,0.079,-0.015,0.075
1941,10,0.223,0.229,0.085,0.108,0.089,0.086,0.068,0.079,-0.014,0.075
1941,11,0.066,0.187,0.083,0.11,0.09,0.088,0.068,0.08,-0.014,0.074
1941,12,0.122,0.157,0.075,0.113,0.088,0.089,0.065,0.081,-0.013,0.074
1942,1,0.235,0.156,0.051,0.11,0.09,0.089,0.065,0.081,-0.013,0.075
1942,2,-0.026,0.13,0.038,0.115,0.091,0.089,0.064,0.081,-0.012,0.074
1942,3,0.008,0.166,0.044,0.109,0.093,0.091,0.066,0.082,-0.011,0.075
1942,4,-0.034,0.156,0.025,0.101,0.098,0.093,0.066,0.082,-0.011,0.075
1942,5,0.06,0.133,0.017,0.106,0.097,0.093,0.066,0.081,-0.01,0.075
1942,6,0.043,0.195,0.006,0.1,0.091,0.093,0.066,0.082,-0.009,0.075
1942,7,-0.05,0.109,-0.021,0.101,0.09,0.096,0.065,0.082,-0.008,0.075
1942,8,-0.087,0.147,-0.017,0.109,0.086,0.098,0.063,0.082,-0.007,0.075
1942,9,-0.026,0.162,-0.028,0.112,0.082,0.099,0.061,0.082,-0.007,0.075
1942,10,-0.013,0.219,-0.022,0.117,0.08,0.102,0.059,0.083,-0.006,0.076
1942,11,-0.025,0.241,-0.024,0.112,0.076,0.104,0.058,0.083,-0.006,0.076
1942,12,-0.015,0.166,-0.028,0.106,0.073,0.105,0.057,0.083,-0.005,0.076
1943,1,-0.092,0.196,-0.024,0.105,0.07,0.104,0.056,0.084,-0.004,0.076
1943,2,0.03,0.183,-0.014,0.11,0.071,0.104,0.053,0.085,-0.002,0.076
1943,3,-0.126,0.18,-0.01,0.108,0.069,0.108,0.051,0.085,-0.0,0.076
1943,4,0.039,0.174,0.014,0.112,0.07,0.108,0.049,0.086,0.002,0.076
1943,5,0.036,0.097,0.025,0.106,0.069,0.111,0.051,0.086,0.004,0.076
1943,6,-0.002,0.118,0.036,0.114,0.063,0.113,0.051,0.086,0.006,0.076
1943,7,-0.007,0.217,0.063,0.116,0.065,0.114,0.051,0.086,0.007,0.076
1943,8,0.037,0.215,0.073,0.109,0.062,0.113,0.051,0.087,0.008,0.077
1943,9,0.014,0.172,0.1,0.107,0.061,0.112,0.049,0.086,0.009,0.076
1943,10,0.276,0.218,0.103,0.107,0.061,0.112,0.047,0.087,0.01,0.076
1943,11,0.113,0.193,0.113,0.117,0.059,0.112,0.045,0.088,0.011,0.075
1943,12,0.115,0.266,0.117,0.129,0.054,0.108,0.043,0.088,0.014,0.075
1944,1,0.228,0.208,0.128,0.131,0.049,0.107,0.044,0.089,0.014,0.075
1944,2,0.157,0.162,0.14,0.135,0.046,0.107,0.042,0.09,0.014,0.075
1944,3,0.192,0.173,0.159,0.151,0.047,0.106,0.043,0.091,0.015,0.075
1944,4,0.08,0.171,0.158,0.146,0.043,0.106,0.042,0.091,0.015,0.075
1944,5,0.151,0.157,0.152,0.144,0.041,0.106,0.04,0.091,0.015,0.075
1944,6,0.045,0.222,0.151,0.135,0.035,0.105,0.038,0.091,0.015,0.075
1944,7,0.126,0.231,0.137,0.139,0.031,0.106,0.037,0.092,0.015,0.074
1944,8,0.187,0.199,0.124,0.145,0.031,0.106,0.035,0.092,0.015,0.074
1944,9,0.242,0.296,0.105,0.149,0.032,0.107,0.033,0.092,0.015,0.073
1944,10,0.255,0.162,0.108,0.161,0.034,0.106,0.032,0.093,0.015,0.073
1944,11,0.041,0.123,0.094,0.164,0.032,0.104,0.03,0.093,0.015,0.073
1944,12,0.106,0.172,0.091,0.163,0.033,0.105,0.026,0.094,0.015,0.072
1945,1,0.058,0.211,0.081,0.154,0.033,0.105,0.022,0.094,0.016,0.072
1945,2,0.002,0.216,0.083,0.146,0.033,0.105,0.017,0.095,0.015,0.072
1945,3,-0.028,0.23,0.069,0.146,0.032,0.106,0.014,0.095,0.014,0.072
1945,4,0.114,0.275,0.068,0.143,0.034,0.107,0.01,0.094,0.014,0.072
1945,5,-0.025,0.186,0.068,0.153,0.035,0.106,0.008,0.094,0.014,0.072
1945,6,0.011,0.232,0.049,0.155,0.033,0.107,0.006,0.093,0.014,0.072
1945,7,0.005,0.157,0.046,0.158,0.035,0.106,0.004,0.093,0.013,0.071
1945,8,0.212,0.228,0.035,0.154,0.032,0.106,0.002,0.093,0.014,0.071
1945,9,0.078,0.254,0.035,0.149,0.031,0.106,-0.001,0.093,0.014,0.07
1945,10,0.243,0.179,0.03,0.135,0.028,0.104,-0.003,0.094,0.014,0.07
1945,11,0.043,0.225,0.032,0.123,0.029,0.106,-0.006,0.093,0.014,0.07
1945,12,-0.13,0.22,0.014,0.101,0.03,0.107,-0.01,0.093,0.013,0.07
1946,1,0.032,0.222,0.009,0.102,0.029,0.107,-0.012,0.093,0.014,0.07
1946,2,-0.135,0.213,-0.018,0.11,0.029,0.108,-0.017,0.093,0.014,0.069
1946,3,-0.027,0.242,-0.029,0.11,0.027,0.109,-0.018,0.092,0.014,0.069
1946,4,0.049,0.141,-0.048,0.117,0.023,0.11,-0.02,0.092,0.013,0.069
1946,5,-0.001,0.158,-0.056,0.123,0.018,0.111,-0.02,0.092,0.012,0.069
1946,6,-0.204,0.181,-0.064,0.135,0.012,0.111,-0.02,0.092,0.012,0.068
1946,7,-0.048,0.25,-0.07,0.135,0.009,0.113,-0.021,0.092,0.011,0.068
1946,8,-0.118,0.294,-0.061,0.131,0.002,0.114,-0.021,0.092,0.01,0.067
1946,9,-0.05,0.243,-0.05,0.136,-0.003,0.115,-0.019,0.091,0.009,0.067
1946,10,0.014,0.222,-0.051,0.141,-0.006,0.115,-0.019,0.092,0.007,0.067
1946,11,-0.05,0.216,-0.053,0.138,-0.009,0.114,-0.019,0.091,0.007,0.066
1946,12,-0.236,0.19,-0.03,0.138,-0.012,0.114,-0.019,0.091,0.006,0.066
1947,1,-0.036,0.204,-0.026,0.136,-0.017,0.115,-0.019,0.091,0.006,0.066
1947,2,-0.03,0.195,-0.025,0.14,-0.021,0.116,-0.018,0.091,0.005,0.066
1947,3,0.107,0.228,-0.028,0.143,-0.028,0.115,-0.019,0.091,0.005,0.066
1947,4,0.04,0.133,-0.021,0.142,-0.033,0.115,-0.018,0.091,0.005,0.066
1947,5,-0.028,0.165,-0.015,0.14,-0.036,0.115,-0.017,0.091,0.005,0.066
1947,6,0.074,0.202,-0.005,0.141,-0.039,0.114,-0.017,0.091,0.006,0.066
1947,7,-0.002,0.286,-0.002,0.142,-0.045,0.112,-0.015,0.091,0.005,0.066
1947,8,-0.103,0.269,-0.012,0.142,-0.052,0.11,-0.014,0.091,0.005,0.065
1947,9,-0.081,0.197,-0.037,0.139,-0.054,0.108,-0.012,0.09,0.004,0.064
1947,10,0.094,0.231,-0.052,0.138,-0.059,0.106,-0.011,0.091,0.004,0.064
1947,11,0.022,0.165,-0.037,0.148,-0.06,0.105,-0.012,0.092,0.004,0.064
1947,12,-0.117,0.19,-0.041,0.149,-0.061,0.104,-0.011,0.092,0.004,0.064
1948,1,-0.002,0.174,-0.046,0.141,-0.062,0.106,-0.01,0.091,0.005,0.064
1948,2,-0.148,0.139,-0.036,0.141,-0.067,0.108,-0.009,0.091,0.005,0.064
1948,3,-0.198,0.189,-0.038,0.144,-0.071,0.107,-0.007,0.091,0.005,0.064
1948,4,-0.138,0.141,-0.044,0.147,-0.076,0.107,-0.005,0.091,0.005,0.064
1948,5,0.151,0.205,-0.059,0.143,-0.082,0.105,-0.002,0.091,0.005,0.064
1948,6,0.028,0.194,-0.071,0.132,-0.083,0.107,-0.0,0.091,0.005,0.064
1948,7,-0.056,0.134,-0.067,0.127,-0.09,0.106,0.001,0.092,0.005,0.064
1948,8,0.01,0.266,-0.073,0.125,-0.095,0.106,0.001,0.093,0.005,0.064
1948,9,-0.1,0.248,-0.066,0.123,-0.098,0.106,0.002,0.093,0.004,0.064
1948,10,0.018,0.278,-0.063,0.124,-0.1,0.107,0.001,0.092,0.003,0.063
1948,11,-0.155,0.217,-0.08,0.116,-0.099,0.107,-0.0,0.092,0.003,0.063
1948,12,-0.262,0.157,-0.094,0.115,-0.093,0.107,-0.0,0.092,0.003,0.063
1949,1,0.044,0.195,-0.101,0.125,-0.092,0.105,-0.004,0.092,0.004,0.063
1949,2,-0.219,0.148,-0.11,0.125,-0.088,0.103,-0.005,0.092,0.004,0.063
1949,3,-0.107,0.17,-0.114,0.126,-0.085,0.101,-0.007,0.092,0.005,0.063
1949,4,-0.107,0.178,-0.119,0.127,-0.081,0.1,-0.009,0.093,0.006,0.063
1949,5,-0.059,0.155,-0.118,0.127,-0.08,0.099,-0.011,0.093,0.005,0.063
1949,6,-0.133,0.168,-0.103,0.133,-0.073,0.099,-0.011,0.093,0.005,0.063
1949,7,-0.139,0.174,-0.134,0.126,-0.07,0.099,-0.013,0.092,0.005,0.063
1949,8,-0.097,0.264,-0.147,0.124,-0.067,0.099,-0.015,0.09,0.005,0.062
1949,9,-0.151,0.181,-0.152,0.117,-0.07,0.098,-0.018,0.088,0.004,0.061
1949,10,-0.043,0.181,-0.16,0.112,-0.069,0.099,-0.02,0.087,0.004,0.061
1949,11,-0.143,0.215,-0.159,0.109,-0.066,0.101,-0.02,0.086,0.003,0.062
1949,12,-0.079,0.216,-0.152,0.108,-0.066,0.101,-0.021,0.085,0.001,0.062
1950,1,-0.331,0.121,-0.144,0.103,-0.064,0.101,-0.02,0.083,0.001,0.062
1950,2,-0.372,0.101,-0.145,0.1,-0.06,0.1,-0.022,0.082,0.0,0.062
1950,3,-0.175,0.127,-0.147,0.092,-0.057,0.098,-0.024,0.082,-0.002,0.062
1950,4,-0.194,0.074,-0.15,0.09,-0.057,0.097,-0.027,0.081,-0.004,0.061
1950,5,-0.047,0.089,-0.164,0.082,-0.058,0.097,-0.029,0.081,-0.005,0.061
1950,6,-0.051,0.191,-0.174,0.076,-0.056,0.095,-0.03,0.081,-0.006,0.061
1950,7,-0.049,0.18,-0.177,0.081,-0.055,0.092,-0.031,0.083,-0.007,0.061
1950,8,-0.103,0.237,-0.182,0.084,-0.049,0.092,-0.032,0.083,-0.007,0.061
1950,9,-0.175,0.195,-0.184,0.093,-0.044,0.091,-0.033,0.082,-0.008,0.061
1950,10,-0.086,0.183,-0.176,0.105,-0.037,0.093,-0.036,0.082,-0.009,0.061
1950,11,-0.309,0.111,-0.165,0.108,-0.034,0.092,-0.038,0.081,-0.01,0.061
1950,12,-0.198,0.061,-0.15,0.108,-0.031,0.092,-0.039,0.081,-0.01,0.061
1951,1,-0.361,0.092,-0.143,0.106,-0.028,0.094,-0.041,0.081,-0.009,0.061
1951,2,-0.44,0.135,-0.122,0.103,-0.027,0.094,-0.041,0.08,-0.009,0.06
1951,3,-0.196,0.134,-0.097,0.095,-0.024,0.091,-0.044,0.08,-0.009,0.06
1951,4,-0.099,0.192,-0.07,0.094,-0.021,0.089,-0.046,0.08,-0.009,0.06
1951,5,0.08,0.143,-0.044,0.095,-0.019,0.087,-0.048,0.078,-0.009,0.06
1951,6,0.135,0.168,-0.012,0.098,-0.012,0.088,-0.048,0.078,-0.008,0.06
1951,7,0.033,0.171,0.032,0.097,-0.016,0.086,-0.049,0.077,-0.009,0.06
1951,8,0.147,0.164,0.078,0.096,-0.013,0.086,-0.05,0.075,-0.009,0.06
1951,9,0.127,0.096,0.089,0.097,-0.012,0.085,-0.052,0.075,-0.009,0.06
1951,10,0.241,0.195,0.107,0.102,-0.013,0.085,-0.054,0.073,-0.01,0.06
1951,11,0.001,0.162,0.111,0.111,-0.013,0.086,-0.055,0.073,-0.01,0.06
1951,12,0.182,0.119,0.107,0.117,-0.011,0.086,-0.053,0.072,-0.011,0.059
1952,1,0.169,0.108,0.114,0.115,-0.01,0.084,-0.054,0.072,-0.012,0.059
1952,2,0.112,0.09,0.112,0.113,-0.01,0.08,-0.054,0.071,-0.011,0.059
1952,3,-0.057,0.138,0.113,0.114,-0.009,0.078,-0.056,0.07,-0.011,0.059
1952,4,0.112,0.217,0.1,0.116,-0.007,0.076,-0.057,0.069,-0.011,0.059
1952,5,0.125,0.239,0.093,0.112,-0.003,0.072,-0.055,0.069,-0.012,0.059
1952,6,0.097,0.221,0.08,0.107,-0.003,0.071,-0.055,0.069,-0.012,0.059
1952,7,0.109,0.163,0.071,0.097,0.005,0.071,-0.054,0.068,-0.012,0.058
1952,8,0.122,0.183,0.079,0.096,0.008,0.072,-0.053,0.067,-0.012,0.058
1952,9,0.139,0.114,0.092,0.099,0.005,0.073,-0.052,0.066,-0.012,0.058
1952,10,0.095,0.171,0.108,0.098,0.005,0.074,-0.051,0.064,-0.012,0.058
1952,11,-0.09,0.117,0.122,0.094,0.002,0.075,-0.051,0.063,-0.012,0.059
1952,12,0.033,0.156,0.134,0.091,0.001,0.075,-0.049,0.063,-0.012,0.059
1953,1,0.059,0.195,0.134,0.091,-0.001,0.075,-0.046,0.062,-0.012,0.058
1953,2,0.202,0.101,0.132,0.098,0.003,0.072,-0.044,0.061,-0.011,0.058
1953,3,0.098,0.163,0.127,0.101,0.004,0.07,-0.041,0.06,-0.012,0.058
1953,4,0.308,0.205,0.131,0.095,0.005,0.068,-0.04,0.06,-0.012,0.057
1953,5,0.289,0.156,0.139,0.088,0.006,0.067,-0.041,0.06,-0.013,0.057
1953,6,0.242,0.14,0.148,0.088,0.005,0.066,-0.042,0.06,-0.013,0.057
1953,7,0.109,0.18,0.128,0.087,0.008,0.065,-0.041,0.06,-0.012,0.057
1953,8,0.103,0.278,0.108,0.081,0.012,0.064,-0.041,0.059,-0.011,0.056
1953,9,0.076,0.152,0.093,0.076,0.011,0.063,-0.041,0.058,-0.011,0.057
1953,10,0.148,0.124,0.058,0.073,0.008,0.062,-0.041,0.057,-0.011,0.056
1953,11,0.002,0.091,0.026,0.074,0.003,0.061,-0.039,0.057,-0.011,0.056
1953,12,0.141,0.083,0.006,0.074,-0.003,0.06,-0.036,0.057,-0.011,0.056
1954,1,-0.186,0.071,-0.008,0.063,-0.005,0.058,-0.036,0.057,-0.012,0.057
1954,2,-0.034,0.099,-0.024,0.049,-0.013,0.055,-0.034,0.057,-0.014,0.056
1954,3,-0.078,0.123,-0.041,0.053,-0.019,0.056,-0.033,0.056,-0.016,0.056
1954,4,-0.117,0.131,-0.047,0.055,-0.026,0.054,-0.03,0.056,-0.018,0.056
1954,5,-0.1,0.16,-0.04,0.047,-0.029,0.053,-0.029,0.056,-0.019,0.056
1954,6,0.011,0.156,-0.058,0.052,-0.033,0.052,-0.028,0.056,-0.02,0.056
1954,7,-0.067,0.182,-0.03,0.056,-0.038,0.05,-0.026,0.055,-0.021,0.055
1954,8,-0.087,0.169,-0.043,0.065,-0.041,0.049,-0.025,0.053,-0.022,0.055
1954,9,-0.124,0.156,-0.064,0.07,-0.043,0.048,-0.025,0.052,-0.025,0.054
1954,10,0.073,0.075,-0.072,0.074,-0.044,0.045,-0.024,0.051,-0.027,0.054
1954,11,0.095,0.162,-0.082,0.079,-0.045,0.043,-0.024,0.051,-0.028,0.053
1954,12,-0.082,0.126,-0.092,0.079,-0.043,0.041,-0.024,0.05,-0.03,0.053
1955,1,0.145,0.132,-0.099,0.069,-0.045,0.041,-0.021,0.05,-0.031,0.052
1955,2,-0.185,0.105,-0.08,0.063,-0.045,0.04,-0.017,0.05,-0.031,0.052
1955,3,-0.328,0.159,-0.079,0.057,-0.047,0.039,-0.019,0.05,-0.032,0.051
